"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.2674,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-06",100.1483,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-07",100.06,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-08",100.0173,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-09",99.86816,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.48215,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-11",99.02885,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.65028,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.38966,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.21762,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.20683,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.45465,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.72438,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.8335,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.95142,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.18078,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.40524,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.5415,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.78767,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.04,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.1711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.1472,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.0779,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.98167,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.97612,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-06",100.0126,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.1141,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-08",100.227,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-09",100.3346,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-10",100.4299,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-11",100.4685,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-12",100.4967,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-01",100.7074,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.896,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-03",100.8947,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.7535,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.561,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.379,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-07",100.1686,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.78362,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.26604,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.81039,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.47302,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.26662,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.22256,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.26201,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.33452,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.42161,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.37823,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.40456,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.55625,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.67524,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.69362,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.54907,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.22665,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.04087,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-01",97.99532,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-02",97.92539,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.0425,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.27324,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.42598,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.45016,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.4899,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.67921,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.87881,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.20892,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.5832,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.83422,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.941,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.98432,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.1173,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.247,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.4344,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.5498,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.6014,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.6025,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.606,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.5828,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.487,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.3914,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.359,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.4447,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.6413,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.7509,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.8589,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.9752,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.0207,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.0378,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.9124,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.6753,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.5908,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-06",100.2393,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.79449,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.28893,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.7422,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-10",98.20269,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.72962,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-12",97.36787,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-01",97.05635,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.72656,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.35095,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-04",96.00956,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-05",95.85664,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-06",96.05308,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-07",96.51042,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.16669,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.00147,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.85194,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.51803,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.85193,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.0319,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.2869,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.7751,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-04",101.3871,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-05",101.9562,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-06",102.3439,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-07",102.5693,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-08",102.635,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-09",102.5166,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.3117,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-11",102.1127,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-12",101.9676,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-01",101.8343,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-02",101.6363,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-03",101.307,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.8989,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.4746,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.0771,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.71661,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.40827,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.1736,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.98946,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.84812,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.76668,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.75375,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.84774,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.08665,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.37092,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.57117,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.59055,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.51108,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.43954,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.4523,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.53197,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.6526,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.79786,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.93824,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.0388,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.0719,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.0694,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.0716,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.1102,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.1885,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.3153,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.5,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.6985,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.8516,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.9087,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.8978,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.8466,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.7728,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.7135,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.7149,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.8067,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.9159,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.9383,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.7914,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.5551,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.3307,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.1898,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.111,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.0622,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.0209,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.96378,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.8607,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.68382,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.46301,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.22765,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",99.68433,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.48758,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.30605,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.13429,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.88516,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",98.55196,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",98.35133,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.1782,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.0766,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.02673,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.06586,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.24168,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.42844,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.57571,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.6472,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",98.73406,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.03165,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.36658,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.64238,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.80375,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.86962,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.8201,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.68498,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.54504,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.42581,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.37965,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.44087,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.60433,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.73524,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.80148,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.8102,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.75127,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.66582,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.61821,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.6464,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",99.69375,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.74486,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.69141,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.48373,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.14559,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.90474,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.78779,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.63906,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.63331,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.78735,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.0431,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.34511,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.58759,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.70806,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.57044,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.24989,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.98705,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.79438,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.69964,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.71656,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.74659,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.73568,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.68285,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.61252,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.57906,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.58272,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.68989,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.96196,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.25156,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.42279,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.42837,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.29288,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.3002,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.35683,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.37066,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.40669,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.39328,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.36604,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.33644,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.29015,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.24548,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.19366,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.19161,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.24978,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.35345,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.52042,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.71663,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.8822,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.88972,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.81297,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.75533,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.75282,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.83173,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.93386,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.94388,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2008-05",102.2136,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2008-06",102.0339,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2008-07",101.8864,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2008-08",101.8369,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2008-09",101.6724,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2008-10",101.312,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2008-11",100.7906,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2008-12",100.2466,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2009-01",99.59621,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.91888,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.71276,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.96768,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2009-05",99.3601,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.73241,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2009-07",99.88126,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.93079,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.81109,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.70557,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.69633,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.83571,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.0765,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.3359,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.5484,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2010-04",100.6323,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2010-05",100.6275,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2010-06",100.5778,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.5466,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2010-08",100.3619,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2010-09",100.1785,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2010-10",100.0861,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2010-11",100.0336,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2010-12",100.0113,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2011-01",100.0473,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.0149,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.83373,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2011-04",99.72844,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.79961,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.858,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.88434,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.83531,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.8206,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2011-10",99.73398,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2011-11",99.51645,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2011-12",99.22035,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-01",99.19299,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.29953,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.42487,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.37833,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.25414,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.16163,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.15736,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.07787,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.95055,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.89245,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.92126,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.93436,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.98499,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.08847,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.16019,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.25105,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.30634,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.4363,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.56716,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.69524,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.78996,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.82401,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.90441,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.0352,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.105,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.1962,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.3239,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.4118,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.5379,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.5412,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.3813,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.271,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.3161,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.5133,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.6821,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.7533,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.7473,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.8158,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.9426,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.0674,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.0494,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.9939,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.8869,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.8194,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.8012,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.862,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-05",101.4586,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2008-06",101.1536,
