"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","HHDI","NET","AGRWTH","A","2001",1.98970201806204,
"FIN","HHDI","NET","AGRWTH","A","2002",2.84161208438496,
"FIN","HHDI","NET","AGRWTH","A","2003",3.41691553576132,
"FIN","HHDI","NET","AGRWTH","A","2004",3.93771514635604,
"FIN","HHDI","NET","AGRWTH","A","2005",1.50839342948848,
"FIN","HHDI","NET","AGRWTH","A","2006",2.25201148417323,
"FIN","HHDI","NET","AGRWTH","A","2007",2.99623127679418,
"FIN","HHDI","NET","AGRWTH","A","2008",2.23745987911738,
"FIN","HHDI","NET","AGRWTH","A","2009",1.03766135447961,
"FIN","HHDI","NET","AGRWTH","A","2010",2.36100314438686,
"FIN","HHDI","NET","AGRWTH","A","2011",0.973160825157868,
"FIN","HHDI","NET","AGRWTH","A","2012",-0.012234086640946,
"FIN","HHDI","NET","AGRWTH","A","2013",0.178990818985597,
"FIN","HHDI","NET","AGRWTH","A","2014",-0.765793730818919,
"FRA","HHDI","NET","AGRWTH","A","2000",3.26311480736821,
"FRA","HHDI","NET","AGRWTH","A","2001",2.98744389901004,
"FRA","HHDI","NET","AGRWTH","A","2002",3.02956683916906,
"FRA","HHDI","NET","AGRWTH","A","2003",0.978909211673498,
"FRA","HHDI","NET","AGRWTH","A","2004",2.12252565115803,
"FRA","HHDI","NET","AGRWTH","A","2005",0.936815483850293,
"FRA","HHDI","NET","AGRWTH","A","2006",2.05223917506913,
"FRA","HHDI","NET","AGRWTH","A","2007",2.81639492307214,
"FRA","HHDI","NET","AGRWTH","A","2008",0.348176002329423,
"FRA","HHDI","NET","AGRWTH","A","2009",1.75450104116235,
"FRA","HHDI","NET","AGRWTH","A","2010",1.4398051768995,
"FRA","HHDI","NET","AGRWTH","A","2011",0.401193639047789,
"FRA","HHDI","NET","AGRWTH","A","2012",-0.324883158392714,
"FRA","HHDI","NET","AGRWTH","A","2013",0.294040161081936,
"FRA","HHDI","NET","AGRWTH","A","2014",1.29966274478216,
"DEU","HHDI","NET","AGRWTH","A","2000",1.00824036108976,
"DEU","HHDI","NET","AGRWTH","A","2001",2.47893969764851,
"DEU","HHDI","NET","AGRWTH","A","2002",-0.461954269639026,
"DEU","HHDI","NET","AGRWTH","A","2003",0.789378608916034,
"DEU","HHDI","NET","AGRWTH","A","2004",0.466328436360555,
"DEU","HHDI","NET","AGRWTH","A","2005",0.402568505742854,
"DEU","HHDI","NET","AGRWTH","A","2006",0.990761544776883,
"DEU","HHDI","NET","AGRWTH","A","2007",0.401535154712268,
"DEU","HHDI","NET","AGRWTH","A","2008",1.0559646515575,
"DEU","HHDI","NET","AGRWTH","A","2009",-0.090146963964962,
"DEU","HHDI","NET","AGRWTH","A","2010",0.659189175653108,
"DEU","HHDI","NET","AGRWTH","A","2011",1.03307837777567,
"DEU","HHDI","NET","AGRWTH","A","2012",0.623393399349514,
"DEU","HHDI","NET","AGRWTH","A","2013",0.606317014140261,
"DEU","HHDI","NET","AGRWTH","A","2014",1.49725358531025,
"GRC","HHDI","NET","AGRWTH","A","2007",3.65433781738065,
"GRC","HHDI","NET","AGRWTH","A","2008",0.765591925240134,
"GRC","HHDI","NET","AGRWTH","A","2009",-0.263148191505528,
"GRC","HHDI","NET","AGRWTH","A","2010",-9.51867922021045,
"GRC","HHDI","NET","AGRWTH","A","2011",-9.2372852816735,
"GRC","HHDI","NET","AGRWTH","A","2012",-7.86708922080482,
"GRC","HHDI","NET","AGRWTH","A","2013",-8.38743712444094,
"HUN","HHDI","NET","AGRWTH","A","2000",1.21673271073999,
"HUN","HHDI","NET","AGRWTH","A","2001",4.87560164548041,
"HUN","HHDI","NET","AGRWTH","A","2002",4.98260205739842,
"HUN","HHDI","NET","AGRWTH","A","2003",6.15025571233831,
"HUN","HHDI","NET","AGRWTH","A","2004",4.37769595905346,
"HUN","HHDI","NET","AGRWTH","A","2005",4.00603502971733,
"HUN","HHDI","NET","AGRWTH","A","2006",1.60380293333983,
"HUN","HHDI","NET","AGRWTH","A","2007",-4.06724665386038,
"HUN","HHDI","NET","AGRWTH","A","2008",-1.47904229586862,
"HUN","HHDI","NET","AGRWTH","A","2009",-3.66020068078646,
"HUN","HHDI","NET","AGRWTH","A","2010",-2.60198843163223,
"HUN","HHDI","NET","AGRWTH","A","2011",3.30907539511054,
"HUN","HHDI","NET","AGRWTH","A","2012",-3.10175638893482,
"HUN","HHDI","NET","AGRWTH","A","2013",1.64390881663727,
"HUN","HHDI","NET","AGRWTH","A","2014",2.41320400497444,
"IRL","HHDI","NET","AGRWTH","A","2000",4.85520832357923,
"IRL","HHDI","NET","AGRWTH","A","2001",10.479416763874,
"IRL","HHDI","NET","AGRWTH","A","2002",3.09590601016602,
"IRL","HHDI","NET","AGRWTH","A","2003",3.06879753906202,
"IRL","HHDI","NET","AGRWTH","A","2004",4.74704464464159,
"IRL","HHDI","NET","AGRWTH","A","2005",6.63042393157161,
"IRL","HHDI","NET","AGRWTH","A","2006",3.97089325337535,
"IRL","HHDI","NET","AGRWTH","A","2007",6.39103591803923,
"IRL","HHDI","NET","AGRWTH","A","2008",5.33504175719144,
"IRL","HHDI","NET","AGRWTH","A","2009",1.01909591208423,
"IRL","HHDI","NET","AGRWTH","A","2010",-2.45960278679565,
"IRL","HHDI","NET","AGRWTH","A","2011",-3.26268071944594,
"IRL","HHDI","NET","AGRWTH","A","2012",-1.1597151437722,
"IRL","HHDI","NET","AGRWTH","A","2013",-1.37732298875772,
"IRL","HHDI","NET","AGRWTH","A","2014",1.24904635872013,
"ITA","HHDI","NET","AGRWTH","A","2000",1.10831265328605,
"ITA","HHDI","NET","AGRWTH","A","2001",2.64594671195741,
"ITA","HHDI","NET","AGRWTH","A","2002",1.050466132376,
"ITA","HHDI","NET","AGRWTH","A","2003",0.646038201947763,
"ITA","HHDI","NET","AGRWTH","A","2004",1.44385929914549,
"ITA","HHDI","NET","AGRWTH","A","2005",0.558518267040709,
"ITA","HHDI","NET","AGRWTH","A","2006",1.02159738972017,
"ITA","HHDI","NET","AGRWTH","A","2007",1.21266097671871,
"ITA","HHDI","NET","AGRWTH","A","2008",-1.06009774646574,
"ITA","HHDI","NET","AGRWTH","A","2009",-1.86523349499321,
"ITA","HHDI","NET","AGRWTH","A","2010",-1.39130161388843,
"ITA","HHDI","NET","AGRWTH","A","2011",-0.562499803213991,
"ITA","HHDI","NET","AGRWTH","A","2012",-4.92708423557374,
"ITA","HHDI","NET","AGRWTH","A","2013",-0.491245316786289,
"ITA","HHDI","NET","AGRWTH","A","2014",-0.315133173231554,
"JPN","HHDI","NET","AGRWTH","A","2000",-0.155504314846893,
"JPN","HHDI","NET","AGRWTH","A","2001",-0.978528581326025,
"JPN","HHDI","NET","AGRWTH","A","2002",1.16667227475924,
"JPN","HHDI","NET","AGRWTH","A","2003",0.245270034051539,
"JPN","HHDI","NET","AGRWTH","A","2004",1.19199699430389,
"JPN","HHDI","NET","AGRWTH","A","2005",1.03140114791757,
"JPN","HHDI","NET","AGRWTH","A","2006",0.811798813165448,
"JPN","HHDI","NET","AGRWTH","A","2007",1.01059017537113,
"JPN","HHDI","NET","AGRWTH","A","2008",-0.824020708747325,
"JPN","HHDI","NET","AGRWTH","A","2009",1.42377004655066,
"JPN","HHDI","NET","AGRWTH","A","2010",2.52883276536231,
"JPN","HHDI","NET","AGRWTH","A","2011",1.05213276500704,
"JPN","HHDI","NET","AGRWTH","A","2012",1.29418926788503,
"JPN","HHDI","NET","AGRWTH","A","2013",0.836670387477114,
"KOR","HHDI","NET","AGRWTH","A","2000",0.830721080920143,
"KOR","HHDI","NET","AGRWTH","A","2001",2.02552490820079,
"KOR","HHDI","NET","AGRWTH","A","2002",3.99184126065712,
"KOR","HHDI","NET","AGRWTH","A","2003",3.36015348320725,
"KOR","HHDI","NET","AGRWTH","A","2004",3.81522679831752,
"KOR","HHDI","NET","AGRWTH","A","2005",2.76093405626734,
"KOR","HHDI","NET","AGRWTH","A","2006",3.83403713323894,
"KOR","HHDI","NET","AGRWTH","A","2007",3.05424337164646,
"KOR","HHDI","NET","AGRWTH","A","2008",1.67938814924984,
"KOR","HHDI","NET","AGRWTH","A","2009",1.78235687490872,
"KOR","HHDI","NET","AGRWTH","A","2010",3.59285048707654,
"KOR","HHDI","NET","AGRWTH","A","2011",2.40448353184977,
"KOR","HHDI","NET","AGRWTH","A","2012",1.84642967273049,
"KOR","HHDI","NET","AGRWTH","A","2013",3.95306176434267,
"MEX","HHDI","NET","AGRWTH","A","2004",3.65299881548275,
"MEX","HHDI","NET","AGRWTH","A","2005",3.49020293331375,
"MEX","HHDI","NET","AGRWTH","A","2006",6.30475563786316,
"MEX","HHDI","NET","AGRWTH","A","2007",2.3775597696022,
"MEX","HHDI","NET","AGRWTH","A","2008",2.06155061245358,
"MEX","HHDI","NET","AGRWTH","A","2009",-6.8887865914586,
"MEX","HHDI","NET","AGRWTH","A","2010",5.99462844727816,
"MEX","HHDI","NET","AGRWTH","A","2011",3.30898144974818,
"MEX","HHDI","NET","AGRWTH","A","2012",2.5863062752563,
"MEX","HHDI","NET","AGRWTH","A","2013",3.21342336317045,
"NLD","HHDI","NET","AGRWTH","A","2000",2.55359447071369,
"NLD","HHDI","NET","AGRWTH","A","2001",5.94014458854079,
"NLD","HHDI","NET","AGRWTH","A","2002",0.638627356108916,
"NLD","HHDI","NET","AGRWTH","A","2003",-0.358638360517879,
"NLD","HHDI","NET","AGRWTH","A","2004",0.022490104439501,
"NLD","HHDI","NET","AGRWTH","A","2005",-0.084047186165761,
"NLD","HHDI","NET","AGRWTH","A","2006",3.27734622354515,
"NLD","HHDI","NET","AGRWTH","A","2007",1.8900214949195,
"NLD","HHDI","NET","AGRWTH","A","2008",0.154234821964989,
"NLD","HHDI","NET","AGRWTH","A","2009",1.68935361734384,
"NLD","HHDI","NET","AGRWTH","A","2010",-0.018235560522622,
"NLD","HHDI","NET","AGRWTH","A","2011",0.809576896813615,
"NLD","HHDI","NET","AGRWTH","A","2012",-1.0817196151686,
"NLD","HHDI","NET","AGRWTH","A","2013",-0.829731876562547,
"NLD","HHDI","NET","AGRWTH","A","2014",1.12585260786587,
"NZL","HHDI","NET","AGRWTH","A","2000",-3.16961268818816,
"NZL","HHDI","NET","AGRWTH","A","2001",4.34104467250058,
"NZL","HHDI","NET","AGRWTH","A","2002",1.11240666994302,
"NZL","HHDI","NET","AGRWTH","A","2003",8.64119815675036,
"NZL","HHDI","NET","AGRWTH","A","2004",4.90106718703775,
"NZL","HHDI","NET","AGRWTH","A","2005",3.31938651624163,
"NZL","HHDI","NET","AGRWTH","A","2006",4.21589673767749,
"NZL","HHDI","NET","AGRWTH","A","2007",4.87421641949314,
"NZL","HHDI","NET","AGRWTH","A","2008",-0.760558480110554,
"NZL","HHDI","NET","AGRWTH","A","2009",2.43109511690115,
"NZL","HHDI","NET","AGRWTH","A","2010",3.45313581207329,
"NZL","HHDI","NET","AGRWTH","A","2011",1.50628870252533,
"NZL","HHDI","NET","AGRWTH","A","2012",3.21379926469918,
"NOR","HHDI","NET","AGRWTH","A","2000",3.60958706095263,
"NOR","HHDI","NET","AGRWTH","A","2001",0.81970324021123,
"NOR","HHDI","NET","AGRWTH","A","2002",7.31039107220571,
"NOR","HHDI","NET","AGRWTH","A","2003",4.29954798549262,
"NOR","HHDI","NET","AGRWTH","A","2004",3.1623287455894,
"NOR","HHDI","NET","AGRWTH","A","2005",7.32224391094417,
"NOR","HHDI","NET","AGRWTH","A","2006",-4.64981793546487,
"NOR","HHDI","NET","AGRWTH","A","2007",5.19488610254117,
"NOR","HHDI","NET","AGRWTH","A","2008",3.03476347226033,
"NOR","HHDI","NET","AGRWTH","A","2009",3.97547449999025,
"NOR","HHDI","NET","AGRWTH","A","2010",2.27186141944234,
"NOR","HHDI","NET","AGRWTH","A","2011",3.2172044949192,
"NOR","HHDI","NET","AGRWTH","A","2012",3.77533623015099,
"NOR","HHDI","NET","AGRWTH","A","2013",2.70510075448613,
"NOR","HHDI","NET","AGRWTH","A","2014",2.55953677081028,
"POL","HHDI","NET","AGRWTH","A","2001",3.74174378957704,
"POL","HHDI","NET","AGRWTH","A","2002",-0.049098027097645,
"POL","HHDI","NET","AGRWTH","A","2003",1.01186837597158,
"POL","HHDI","NET","AGRWTH","A","2004",0.402478145340287,
"POL","HHDI","NET","AGRWTH","A","2005",1.24354251824095,
"POL","HHDI","NET","AGRWTH","A","2006",4.46586510721267,
"POL","HHDI","NET","AGRWTH","A","2007",5.00773939478614,
"POL","HHDI","NET","AGRWTH","A","2008",4.51947847712494,
"POL","HHDI","NET","AGRWTH","A","2009",5.79138577435759,
"POL","HHDI","NET","AGRWTH","A","2010",2.71920022004276,
"POL","HHDI","NET","AGRWTH","A","2011",-0.621222814990686,
"POL","HHDI","NET","AGRWTH","A","2012",1.14749628559985,
"POL","HHDI","NET","AGRWTH","A","2013",3.57329236929012,
"PRT","HHDI","NET","AGRWTH","A","2000",2.62538841691002,
"PRT","HHDI","NET","AGRWTH","A","2001",1.76922503615531,
"PRT","HHDI","NET","AGRWTH","A","2002",1.10045602870666,
"PRT","HHDI","NET","AGRWTH","A","2003",-1.00392105010802,
"PRT","HHDI","NET","AGRWTH","A","2004",2.45787042553849,
"PRT","HHDI","NET","AGRWTH","A","2005",1.11087296053999,
"PRT","HHDI","NET","AGRWTH","A","2006",-0.148179821883116,
"PRT","HHDI","NET","AGRWTH","A","2007",1.22491762183921,
"PRT","HHDI","NET","AGRWTH","A","2008",1.08980483927871,
"PRT","HHDI","NET","AGRWTH","A","2009",1.73525208219188,
"PRT","HHDI","NET","AGRWTH","A","2010",0.706211181660282,
"PRT","HHDI","NET","AGRWTH","A","2011",-5.57094847253958,
"PRT","HHDI","NET","AGRWTH","A","2012",-4.80120311996538,
"PRT","HHDI","NET","AGRWTH","A","2013",-0.710143422739489,
"PRT","HHDI","NET","AGRWTH","A","2014",-0.245560737541967,"E"
"SVK","HHDI","NET","AGRWTH","A","2000",1.02016183585462,
"SVK","HHDI","NET","AGRWTH","A","2001",2.66902291850688,
"SVK","HHDI","NET","AGRWTH","A","2002",5.17034883091624,
"SVK","HHDI","NET","AGRWTH","A","2003",0.029208987813844,
"SVK","HHDI","NET","AGRWTH","A","2004",2.90501524386202,
"SVK","HHDI","NET","AGRWTH","A","2005",5.12837454668893,
"SVK","HHDI","NET","AGRWTH","A","2006",3.94221905065934,
"SVK","HHDI","NET","AGRWTH","A","2007",10.291366539581,
"SVK","HHDI","NET","AGRWTH","A","2008",5.44157537774149,
"SVK","HHDI","NET","AGRWTH","A","2009",1.40389552989096,
"SVK","HHDI","NET","AGRWTH","A","2010",2.80469617200794,
"SVK","HHDI","NET","AGRWTH","A","2011",-2.6761298256228,
"SVK","HHDI","NET","AGRWTH","A","2012",-1.42308246098587,
"SVK","HHDI","NET","AGRWTH","A","2013",1.99480873312391,
"SVK","HHDI","NET","AGRWTH","A","2014",5.39969200809063,
"ESP","HHDI","NET","AGRWTH","A","2000",5.25739589318785,
"ESP","HHDI","NET","AGRWTH","A","2001",3.25148026448089,
"ESP","HHDI","NET","AGRWTH","A","2002",3.41112145915068,
"ESP","HHDI","NET","AGRWTH","A","2003",3.95377127037662,
"ESP","HHDI","NET","AGRWTH","A","2004",2.97263453081649,
"ESP","HHDI","NET","AGRWTH","A","2005",2.90452192398682,
"ESP","HHDI","NET","AGRWTH","A","2006",2.09461903972221,
"ESP","HHDI","NET","AGRWTH","A","2007",1.22331456457927,
"ESP","HHDI","NET","AGRWTH","A","2008",2.43761507300493,
"ESP","HHDI","NET","AGRWTH","A","2009",3.43002746411995,
"ESP","HHDI","NET","AGRWTH","A","2010",-2.87471271437394,
"ESP","HHDI","NET","AGRWTH","A","2011",-1.24860950655637,
"ESP","HHDI","NET","AGRWTH","A","2012",-5.212339760878,
"ESP","HHDI","NET","AGRWTH","A","2013",-1.78372579471481,
"ESP","HHDI","NET","AGRWTH","A","2014",0.62171743637873,
"SWE","HHDI","NET","AGRWTH","A","2000",3.47966720457114,
"SWE","HHDI","NET","AGRWTH","A","2001",5.60821997168281,
"SWE","HHDI","NET","AGRWTH","A","2002",2.95712379758044,
"SWE","HHDI","NET","AGRWTH","A","2003",0.608323844081397,
"SWE","HHDI","NET","AGRWTH","A","2004",0.996452814103507,
"SWE","HHDI","NET","AGRWTH","A","2005",1.92440850440659,
"SWE","HHDI","NET","AGRWTH","A","2006",3.40732039740644,
"SWE","HHDI","NET","AGRWTH","A","2007",4.05490110238839,
"SWE","HHDI","NET","AGRWTH","A","2008",1.73385196650253,
"SWE","HHDI","NET","AGRWTH","A","2009",2.52710671500056,
"SWE","HHDI","NET","AGRWTH","A","2010",1.51585510171973,
"SWE","HHDI","NET","AGRWTH","A","2011",3.11204593809672,
"SWE","HHDI","NET","AGRWTH","A","2012",2.7556069600492,
"SWE","HHDI","NET","AGRWTH","A","2013",1.37347081725258,
"SWE","HHDI","NET","AGRWTH","A","2014",2.04673394132078,
"CHE","HHDI","NET","AGRWTH","A","2000",2.85135133321449,
"CHE","HHDI","NET","AGRWTH","A","2001",2.67075611063677,
"CHE","HHDI","NET","AGRWTH","A","2002",0.001619755716483,
"CHE","HHDI","NET","AGRWTH","A","2003",-0.125818793148118,
"CHE","HHDI","NET","AGRWTH","A","2004",1.33669973435065,
"CHE","HHDI","NET","AGRWTH","A","2005",1.65738775852609,
"CHE","HHDI","NET","AGRWTH","A","2006",3.09048017381701,
"CHE","HHDI","NET","AGRWTH","A","2007",3.51064020985155,
"CHE","HHDI","NET","AGRWTH","A","2008",0.721719416670805,
"CHE","HHDI","NET","AGRWTH","A","2009",2.60219336968811,
"CHE","HHDI","NET","AGRWTH","A","2010",1.06853920561252,
"CHE","HHDI","NET","AGRWTH","A","2011",1.73745847370601,
"CHE","HHDI","NET","AGRWTH","A","2012",3.99082998737638,
"CHE","HHDI","NET","AGRWTH","A","2013",3.03064890192394,
"GBR","HHDI","NET","AGRWTH","A","2000",5.9607718301364,
"GBR","HHDI","NET","AGRWTH","A","2001",4.47870440445419,
"GBR","HHDI","NET","AGRWTH","A","2002",2.25852000647248,
"GBR","HHDI","NET","AGRWTH","A","2003",1.82805449396761,
"GBR","HHDI","NET","AGRWTH","A","2004",1.198846227885,
"GBR","HHDI","NET","AGRWTH","A","2005",2.17934011847452,
"GBR","HHDI","NET","AGRWTH","A","2006",1.44563319418631,
"GBR","HHDI","NET","AGRWTH","A","2007",2.37027680459822,
"GBR","HHDI","NET","AGRWTH","A","2008",1.10642959409979,
"GBR","HHDI","NET","AGRWTH","A","2009",3.11074730734148,
"GBR","HHDI","NET","AGRWTH","A","2010",0.798358359394651,
"GBR","HHDI","NET","AGRWTH","A","2011",-1.53331784622411,
"GBR","HHDI","NET","AGRWTH","A","2012",2.52140348407877,
"GBR","HHDI","NET","AGRWTH","A","2013",-0.609813752368664,
"GBR","HHDI","NET","AGRWTH","A","2014",-0.341622454774362,
"USA","HHDI","NET","AGRWTH","A","2000",4.66678106762122,
"USA","HHDI","NET","AGRWTH","A","2001",2.81242502052301,
"USA","HHDI","NET","AGRWTH","A","2002",3.2832601668219,
"USA","HHDI","NET","AGRWTH","A","2003",2.70452978850854,
"USA","HHDI","NET","AGRWTH","A","2004",3.28152571866067,
"USA","HHDI","NET","AGRWTH","A","2005",1.26926048682092,
"USA","HHDI","NET","AGRWTH","A","2006",3.62999905664279,
"USA","HHDI","NET","AGRWTH","A","2007",1.85163889839369,
"USA","HHDI","NET","AGRWTH","A","2008",1.7434358438263,
"USA","HHDI","NET","AGRWTH","A","2009",-0.088378729790359,
"USA","HHDI","NET","AGRWTH","A","2010",1.03387700651589,
"USA","HHDI","NET","AGRWTH","A","2011",2.32534447302115,
"USA","HHDI","NET","AGRWTH","A","2012",2.94181254602089,
"USA","HHDI","NET","AGRWTH","A","2013",-0.260015380839714,
"EST","HHDI","NET","AGRWTH","A","2000",5.897738206691,
"EST","HHDI","NET","AGRWTH","A","2001",3.28851302694265,
"EST","HHDI","NET","AGRWTH","A","2002",1.9022995311483,
"EST","HHDI","NET","AGRWTH","A","2003",7.37490870427714,
"EST","HHDI","NET","AGRWTH","A","2004",5.37864234691723,
"EST","HHDI","NET","AGRWTH","A","2005",7.98449478015568,
"EST","HHDI","NET","AGRWTH","A","2006",11.2505544806499,
"EST","HHDI","NET","AGRWTH","A","2007",10.2031724052522,
"EST","HHDI","NET","AGRWTH","A","2008",5.07326408164309,
"EST","HHDI","NET","AGRWTH","A","2009",-7.79788012956532,
"EST","HHDI","NET","AGRWTH","A","2010",-3.65994300249206,
"EST","HHDI","NET","AGRWTH","A","2011",3.24421090279424,
"EST","HHDI","NET","AGRWTH","A","2012",0.626084386103276,
"EST","HHDI","NET","AGRWTH","A","2013",5.21891164909869,
"EST","HHDI","NET","AGRWTH","A","2014",1.88362763738052,
"RUS","HHDI","NET","AGRWTH","A","2003",6.93718021001793,
"RUS","HHDI","NET","AGRWTH","A","2004",8.36900429695183,
"RUS","HHDI","NET","AGRWTH","A","2005",10.9213325884234,
"RUS","HHDI","NET","AGRWTH","A","2006",11.8342401961254,
"RUS","HHDI","NET","AGRWTH","A","2007",12.3301764090661,
"RUS","HHDI","NET","AGRWTH","A","2008",7.23025737969935,
"RUS","HHDI","NET","AGRWTH","A","2009",-1.88301853618656,
"RUS","HHDI","NET","AGRWTH","A","2010",7.01122221776335,
