"Id","Sales"
40233,4451.37759463527
39377,2391.77503534111
38521,5392.27844994238
37665,5030.72541201004
36809,4927.52586867593
35953,4538.46361012166
35097,4703.86378447193
34241,4257.23612415751
33385,2243.32774138496
32529,4142.01956436836
31673,3641.18967106899
30817,3576.3512785231
29961,3592.02537459554
29105,3785.01285623296
28249,4405.8798589819
27393,2212.50078843937
26537,5230.2593518729
25681,4922.54743280141
24825,4675.62423769095
23969,4597.20135388088
23113,4560.77125823056
22257,4186.44139374363
21401,2227.91054004982
20545,3941.23916208754
19689,3619.39131347134
18833,3597.87209590914
17977,3672.80382252702
17121,3923.1445968532
16265,4687.44681014917
15409,2393.77314953646
14553,5921.38310173832
13697,4957.58442021154
12841,4824.14092483279
11985,4635.15003248287
11129,4660.76526429164
10273,4729.70414406701
9417,2182.78616453119
8561,3949.81712605761
7705,3714.60034241963
6849,3666.50881595158
5993,3618.62666142165
5137,3907.53134524658
4281,4758.41363214296
3425,2304.35828306849
2569,5175.07186141612
1713,4601.53025384019
857,4688.81217136858
1,4783.27652266303
40234,4158.46280899296
39378,2102.58803846526
38522,10236.9706454545
37666,8871.44732727647
36810,8001.67811065469
35954,7331.59448300726
35098,7352.64672341458
34242,4107.98242125062
33386,2124.1721207866
32530,5755.12756204243
31674,5573.19454971973
30818,5415.52631480083
29962,5092.9568000201
29106,5657.15872995062
28250,3947.58142311872
27394,2102.4702012265
26538,9047.76400532033
25682,8631.10849488433
24826,8279.06503642987
23970,7405.80518477745
23114,7446.94017949444
22258,3940.47486942075
21402,2033.70876968088
20546,5403.8471007626
19690,5361.89947986833
18834,5306.87846342239
17978,5251.69723431804
17122,6024.73824086305
16266,3994.6628853258
15410,2175.97549506683
14554,10887.7001019517
13698,9372.28335078999
12842,8389.47865133764
11986,8478.67577562964
11130,8174.24704394932
10274,3704.80464430495
9418,2239.71986094849
8562,5474.15567673911
7706,5396.94350102657
6850,5409.3220052985
5994,5334.82927738379
5138,5527.59313318125
4282,4195.29376522739
3426,2217.33320645108
2570,9457.02759300976
1714,9165.59721820658
858,8416.68247196348
2,7966.14655217919
40235,6531.80181221346
39379,3101.95975400209
38523,13362.7558321777
37667,11145.0318452414
36811,10230.0801908844
35955,9616.30565983098
35099,10008.4726969896
34243,6369.97105752867
33387,3164.09492389959
32531,8881.12790578683
31675,8209.19616297395
30819,7669.34667474002
29963,7501.74752088523
29107,8073.21585790531
28251,6228.19429874652
27395,3255.59109437224
26539,13194.3058058907
25683,11661.9972762612
24827,9964.07629014809
23971,9575.56695628567
23115,9849.23815171209
22259,6018.11732487767
21403,3242.09632940944
20547,8585.52743468202
19691,8124.63578756169
18835,7379.99718339376
17979,7450.39967333062
17123,8533.08395421282
16267,6414.07166790684
15411,3529.97743598412
14555,13169.3014127118
13699,11414.3464526223
12843,10331.3413430531
11987,9466.02694509085
11131,9472.40056445332
10275,5868.16084267633
9419,2996.12379532711
8563,8988.49661379411
7707,7941.65302165874
6851,7589.49814624693
5995,7854.82686209216
5139,8642.10806301508
4283,5906.60239672848
3427,2758.58650939062
2571,12166.0254242967
1715,10855.579998077
859,9933.03632912826
3,10184.0529648852
40236,3172.37537779009
39380,1593.32803241544
38524,8254.18072268754
37668,7048.22842571
36812,6374.85035948721
35956,7008.20385366274
35100,5721.83385490853
34244,3026.83454117445
33388,1685.48851231674
32532,5032.72333314027
31676,4849.35600577862
30820,4552.02581888872
29964,5180.72788631853
29108,4617.46874691042
28252,2884.29814921855
27396,1753.50873196163
26540,7903.70425814676
25684,6801.54956731642
24828,6111.22014765984
23972,6767.45839874155
23116,5543.75978440175
22260,2888.26113110724
21404,1663.98271131878
20548,4822.52349893977
19692,4533.41051703092
18836,4499.7409522868
17980,4909.89686238352
17124,4571.4888359127
16268,3168.78511313656
15412,1657.11165584841
14556,8806.3440007585
13700,7253.6929298671
12844,6588.53678645967
11988,7092.72064664457
11132,5794.21543700291
10276,2905.019229082
9420,1695.81244677315
8564,4923.52578228055
7708,4725.51693286794
6852,4553.99121861472
5996,4986.89230078975
5140,4589.03221955241
4284,2857.65310397568
3428,1630.15564823516
2572,8144.4936513956
1716,7104.73385223398
860,6213.67075061096
4,6859.30921882047
40237,6063.68362304808
39381,2278.17401951727
38525,8856.98239446037
37669,7442.45206747459
36813,7081.67467770398
35957,6708.91493631681
35101,6894.17463665148
34245,5900.38806382878
33389,2313.37568236547
32533,6122.7839345054
31677,5505.48850221674
30821,5372.1695204631
29965,5350.81645769777
29109,5623.0832298059
28253,5825.44910617785
27397,2274.91323102047
26541,8966.69712670777
25685,7316.89601828837
24829,7117.86945658576
23973,6629.29832825595
23117,6745.94644221866
22261,5734.41099837002
21405,2437.90532588808
20549,5712.28667009836
19693,5160.75208912498
18837,5114.88374295129
17981,5336.41218197742
17125,5914.49770335095
16269,6005.9275766418
15413,2470.27108708048
14557,9332.40608407593
13701,7601.14818281026
12845,7406.58251289708
11989,6433.55903082225
11133,6892.61438750336
10277,5927.29377009548
9421,2304.06901456386
8565,5966.34525422655
7709,5517.53376238975
6853,5215.24449291958
5997,4942.70742251137
5141,5733.4731284752
4285,5712.35804739757
3429,2382.78692307499
2573,9428.37326265759
1717,7636.30780051039
861,6560.2615901277
5,7054.08388004064
40238,4647.00663295261
39382,2190.64347844329
38526,6944.33970820304
37670,6248.72081602128
36814,5600.43066989637
35958,5561.78595041958
35102,5507.39262018889
34246,4835.63538848649
33390,2096.89085283226
32534,5363.08186865011
31678,5081.04059117562
30822,4715.88482419992
29966,4683.79137830819
29110,4806.01364499439
28254,4684.34532458728
27398,2065.52043167806
26542,6391.24279719876
25686,6239.83642839073
24830,5796.31117186874
23974,5579.4752846602
23118,5602.06928269647
22262,4388.91298997495
21406,1987.66534400526
20550,4849.91504899804
19694,4733.72383823046
18838,4544.55129768009
17982,4509.99303972864
17126,5304.94503522638
16270,4781.62253165257
15414,2251.24213033018
14558,7362.32097079003
13702,6467.05718291557
12846,5826.46170594308
11990,5642.46004627677
11134,5873.19931387598
10278,4687.03413181666
9422,2157.66197477942
8566,5365.58131278008
7710,4675.68435855957
6854,4683.63925337257
5998,4750.96364016934
5142,5305.17234174136
4286,4663.8312995487
3430,2190.06448882534
2574,7482.55252290827
1718,6424.19361680058
862,5712.46282652917
6,6109.79423267868
40239,6439.90776549941
39383,2754.51207599869
38527,10756.2785534205
37671,8975.36295693813
36815,8867.22540403028
35959,8041.32782106291
35103,7712.31323123239
34247,6026.49603483542
33391,2714.98957336498
32535,7237.05050278113
31679,6914.83339072799
30823,7075.40165593808
29967,6787.27279069668
29111,6866.20789204034
28255,5975.39073805428
27399,2677.35686276415
26543,9605.48538521414
25687,8567.25487350011
24831,8622.7412081127
23975,8100.05303265869
23119,7595.95593077251
22263,5977.60564390807
21407,2666.47770758952
20551,7159.35466276072
19695,6852.18872221317
18839,6792.56278129866
17983,6616.52600523675
17127,7182.59973995192
16271,6622.87169143133
15415,2892.68251410886
14559,11259.3953526953
13703,9294.38740962159
12847,9057.15163457801
11991,8090.82461172987
11135,7775.2691524726
10279,5825.71271415509
9423,2633.54755819287
8567,7685.33777209819
7711,6882.61404202469
6855,6994.38926493116
5999,6493.80940029383
5143,6676.12825157272
4287,5601.34442993323
3431,2422.48832476118
2575,9494.26041990133
1719,8978.8117995127
863,8881.04540196832
7,7770.287474562
40240,6405.62341421118
39384,2587.4858333766
38528,10526.3032065147
37672,8929.37417113518
36816,8674.0281502248
35960,8362.13192651674
35104,7732.43702787504
