"Id","Sales"
40233,4767.8495514143
39377,1330.08620123029
38521,5696.68285526375
37665,5256.99022955182
36809,4995.32398833436
35953,4690.4814800824
35097,4665.78402386147
34241,4394.52642079366
33385,1422.40226450929
32529,4184.14296037606
31673,3695.93055944841
30817,3764.98337342793
29961,3754.83141040393
29105,3742.36881577975
28249,4403.13866620455
27393,1298.80184684856
26537,5424.59665205858
25681,4912.7631479864
24825,4418.23399027535
23969,4419.11715295626
23113,4343.71501852142
22257,4082.34958784096
21401,1308.58357904062
20545,3880.89697365178
19689,3493.95088216375
18833,3506.22057458843
17977,3487.58716324842
17121,3978.59169732881
16265,4567.1833126542
15409,1487.92177612577
14553,5903.62167111452
13697,5220.48965964247
12841,5129.30471171977
11985,4626.30725768047
11129,4672.54582635726
10273,4578.79262930146
9417,1333.62507008879
8561,3891.2335373759
7705,3758.72880950376
6849,3753.59218777429
5993,3658.90250565555
5137,3766.6851043984
4281,4240.70636581046
3425,1271.56056719968
2569,5359.05361834375
1713,4734.13070027627
857,4788.52466351343
1,4689.58879720238
40234,4566.56105221426
39378,1810.51177440663
38522,9608.55130814138
37666,8763.52821318185
36810,8371.19368163393
35954,7735.65753857011
35098,7589.21024612562
34242,4204.33803991579
33386,1848.48104846155
32530,5680.85815921894
31674,5777.28505700297
30818,5493.3039488452
29962,5608.91398927083
29106,5819.38682458848
28250,3997.18741206374
27394,1782.80736466162
26538,9118.97839468641
25682,8779.16669050363
24826,8086.75957626419
23970,7460.26666591536
23114,7502.50401943398
22258,3827.81140187659
21402,1577.03919335629
20546,5130.62977320896
19690,5206.83168121465
18834,5271.32184729382
17978,5302.52594109833
17122,5733.33243709998
16266,4156.81611362266
15410,1792.26348279602
14554,10320.8768450725
13698,9023.1191114924
12842,8681.25371468554
11986,8001.54093062869
11130,7871.58304153821
10274,4151.77903978381
9418,1686.79575003352
8562,5580.59781607021
7706,5428.37448935355
6850,5531.22514870961
5994,5602.76300958885
5138,5739.34772060739
4282,4007.60692677784
3426,1525.25334541044
2570,9758.90715714725
1714,8974.46010699995
858,8360.81438483607
2,7611.45941363059
40235,7678.9670969094
39379,2390.28723876717
38523,13349.5465279879
37667,11920.8738707928
36811,10932.0604961467
35955,10605.6633107615
35099,10340.6738339883
34243,6935.36651426362
33387,2510.43029835226
32531,9337.87585433261
31675,8941.91818871255
30819,8439.58789836806
29963,8436.92002512664
29107,9141.18010695108
28251,6740.41073973128
27395,2705.20719250323
26539,13629.9954788414
25683,11975.163795696
24827,10228.3417280267
23971,9946.96376833648
23115,9873.60831060707
22259,6476.56190060148
21403,2389.41081351583
20547,8642.36925854385
19691,8422.78353787158
18835,8461.45380056988
17979,7832.26153968654
17123,9885.66928139493
16267,7086.72041566356
15411,2521.28036943827
14555,14687.689452732
13699,11694.9699863599
12843,10086.8133998854
11987,9341.83096964461
11131,9906.82558837561
